id,status,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,tenure
522,0,support,,0.962097536,5,,medium,1,3
523,1,support,,0.885048698,6,,low,0.053646167,4
524,0,sales,1,0.605891599,4,,medium,0.921800048,2
525,1,sales,,0.496684423,2,,low,0.658839774,3
526,0,product,,0.77683042,4,,medium,0.906327973,3
527,0,support,,0.772990073,3,,low,0.992910231,3
528,0,support,,0.595628937,5,,high,0.476181755,3
529,1,finance,,0.591196589,2,,low,0.418741312,3
530,0,finance,,0.80960937,3,,low,0.648090098,2
531,0,management,,0.87477901,5,,low,0.208233672,3
532,0,IT,,0.931978798,5,,medium,0.58913949,2
533,1,finance,,,2,,low,0.356232031,3
534,1,engineering,,0.89441976,7,,low,0.123986732,4
535,1,IT,,0.538776384,2,,low,0.336690257,3
536,0,finance,,,4,,high,0.876746678,3
537,1,product,,0.932869757,6,,medium,0.061677663,4
538,0,product,1,0.556559402,3,,medium,0.212539202,3
539,0,sales,,0.873771369,4,,low,0.980276925,2
540,0,support,,0.916796017,5,,low,0.673960675,2
541,0,product,,0.82951674,3,,high,0.930120037,2
542,0,engineering,,0.362106182,3,,low,0.466077704,6
543,0,admin,,,3,,low,0.809831137,3
544,1,support,,0.877736903,6,,low,0.066613871,4
545,0,support,,0.456536953,4,,high,0.132549026,6
546,1,engineering,,0.521825566,5,,high,0.629335252,5
547,1,engineering,,0.427001309,2,,low,0.494285222,3
548,0,sales,,0.776421772,3,,medium,0.864916553,3
549,0,support,,0.761654213,3,,medium,0.66520724,3
550,0,sales,,0.549301938,2,,low,0.267521889,3
551,1,support,,0.516661223,2,,medium,0.41645412,3
552,1,sales,,0.875487842,6,,medium,0.112887316,4
553,0,support,1,0.974108747,5,,low,0.16377484,3
554,0,support,,,2,,medium,0.736556031,3
555,0,engineering,1,1,5,,low,1,6
556,0,,,0.665927287,2,,low,0.414366745,3
557,1,support,,,2,,low,0.409326191,3
558,0,procurement,,,2,,medium,0.792824801,3
559,0,management,1,0.66995639,3,,low,0.79926201,6
560,0,engineering,,0.645020355,3,,medium,0.594358449,3
561,0,sales,,0.727317094,4,,low,0.868776851,2
562,0,support,,,2,,low,0.699239896,3
563,0,support,,,4,,low,0.746607948,2
564,0,sales,,0.802749506,5,,low,0.658415208,3
565,0,admin,,0.690477045,4,,low,0.887185785,3
566,0,sales,,0.903984678,3,,low,0.709158355,2
567,1,management,,,2,,medium,0.438003706,3
568,1,support,,0.917034036,7,,low,0.150519071,4
569,0,engineering,,0.675053774,4,,low,0.537567341,4
570,0,engineering,,0.921324771,3,,high,0.537554955,3
571,1,support,,0.961360196,6,,low,0.152973707,4
572,0,engineering,,0.709547586,3,,low,0.932131637,3
573,0,engineering,1,0.786235053,2,,medium,0.78029763,3
574,1,engineering,,0.881968854,6,,low,0.089849676,4
575,0,engineering,,0.485625905,3,,medium,0.893799095,3
576,0,engineering,,0.569687453,3,,medium,0.955494967,4
577,0,product,1,,5,,medium,0.961012665,2
578,1,sales,1,0.938549316,6,,medium,0.167459221,4
579,1,management,,,2,,low,0.488907136,3
580,0,engineering,,0.901764172,6,,low,0.714603026,4
581,0,finance,1,1,5,,low,0.256620116,4
582,0,sales,,0.629869433,4,,medium,0.66372071,2
583,0,support,,0.551732065,4,,low,0.955916227,3
584,0,engineering,1,0.629301908,3,,high,1,4
585,0,procurement,,0.392974032,5,,medium,0.434208787,5
586,0,sales,,1,4,,medium,0.970078583,4
587,0,engineering,,0.579024157,3,,low,1,3
588,0,procurement,,0.463301964,3,,low,0.837237032,4
589,0,engineering,1,0.78902808,3,,low,0.43920583,3
590,0,product,,0.467195839,3,,medium,0.557427095,3
591,0,finance,,0.848929314,4,,high,0.673477243,4
592,1,support,,0.734583212,3,,low,0.520728167,6
593,1,sales,,0.422088874,2,,medium,0.454701805,3
594,1,support,,0.500282987,2,,low,0.431430661,3
595,0,IT,,0.488045168,4,,low,0.549955844,2
596,0,product,1,0.951467272,4,,low,0.128262149,5
597,0,engineering,,0.883365177,4,,low,0.913673803,3
598,0,sales,,0.645973394,3,,low,1,6
599,0,sales,,0.500671643,4,,low,1,2
600,0,engineering,,1,3,,low,0.629819182,2
601,0,support,,0.510683675,2,,low,0.478013055,4
602,0,,1,0.865227114,4,,medium,0.695704696,2
603,0,IT,,0.950280354,4,,low,0.578012506,2
604,0,support,1,0.950575447,5,,low,0.243119184,3
605,0,admin,,0.853519735,3,1,medium,0.803537398,3
606,0,sales,,0.679567943,3,,medium,0.604182177,3
607,1,support,,0.87135208,5,,low,0.786843149,6
608,0,sales,,0.827082781,4,1,medium,1,7
609,0,IT,,0.46121636,4,,medium,0.507437081,3
610,1,sales,,0.95532924,4,,low,0.787524328,6
611,0,support,,0.756528006,5,,low,0.731178201,3
612,0,finance,,0.86768368,5,,high,0.692998086,3
613,1,management,,0.523151731,2,,low,0.419350329,3
614,0,support,,0.505625097,6,,medium,0.382358165,2
615,1,sales,,0.874473344,7,,low,0.10976316,4
616,1,engineering,,0.490070916,2,,medium,0.436849484,3
617,0,marketing,,0.85272576,3,,medium,0.94057408,7
618,0,management,,0.64506548,3,,high,0.578241983,4
619,0,sales,,0.506677797,4,,medium,0.589900051,3
620,0,marketing,,,5,,high,0.725700733,3
621,0,IT,,0.678239761,4,,medium,0.895936812,4
622,0,engineering,,0.429440687,4,,medium,0.271588447,4
623,1,marketing,,0.585854978,2,,high,0.479842419,3
624,0,product,,0.742374024,6,,high,0.434329669,4
625,0,sales,,0.800369987,5,,low,0.84630596,3
626,0,sales,,0.985178143,5,,medium,0.657500555,3
627,0,IT,,0.87783955,3,,medium,0.857553813,3
628,1,product,,0.557817041,2,,low,0.335857862,3
629,0,support,,0.524591442,3,,medium,0.88530378,2
630,0,finance,,0.753897021,4,,low,1,4
631,0,sales,,1,3,,low,0.985029427,4
632,0,information_technology,1,0.784842544,3,,medium,0.676006134,3
633,0,sales,,0.899903605,3,,low,0.52206076,10
634,0,marketing,,0.567595957,3,,low,0.754252628,2
635,0,marketing,,0.466025159,4,1,medium,0.297046035,10
636,1,support,,0.575728913,2,,low,0.4505027,3
637,0,management,,0.623586713,2,,low,0.837065594,6
638,1,sales,,0.558558177,2,,medium,0.422215623,3
639,0,engineering,,0.626615264,4,,low,0.482940562,2
640,1,engineering,,0.948738376,4,,medium,0.806825046,5
641,0,sales,,0.903909403,4,,low,0.871241116,3
642,1,IT,,0.824230133,4,,low,0.776066076,6
643,0,marketing,1,0.729535517,3,,medium,0.67660921,3
644,0,IT,,0.707785251,3,,low,0.560037267,3
645,0,support,,,4,,low,0.551152427,3
646,0,engineering,1,0.84953047,3,,high,0.898126128,3
647,1,support,,0.503641449,2,,medium,0.351784032,3
648,0,engineering,1,0.663589951,3,,low,0.916486401,4
649,0,sales,,0.569628349,4,,low,0.621049267,2
650,0,sales,,,4,,medium,0.460338502,3
651,0,sales,,0.867274029,3,,medium,0.643875954,3
652,0,sales,,0.632071961,3,,low,0.475767006,3
653,0,sales,,0.748369703,4,,low,0.722275228,2
654,0,support,1,0.515950812,3,,low,0.754567587,4
655,1,product,,0.564768454,2,,medium,0.349757964,3
656,1,marketing,,0.9445815,4,,medium,0.829317377,5
657,1,engineering,,0.963530143,5,,medium,0.743030116,5
658,0,sales,,0.464677644,5,,low,0.841173843,3
659,0,engineering,1,0.495675289,3,,medium,0.44717457,2
660,0,support,,0.791978769,5,,medium,0.199776867,4
661,0,IT,,0.710764908,4,,low,0.817062658,4
662,0,sales,1,,3,,medium,0.840119774,2
663,0,sales,,0.856689493,4,,medium,0.679528222,3
664,0,support,,0.518803059,3,,medium,0.160582077,4
665,0,engineering,,0.729134065,5,,medium,0.925468412,6
666,0,engineering,1,,4,1,low,0.607095969,3
667,0,support,,0.759231919,4,,medium,0.8049805,3
668,0,engineering,,1,5,,medium,0.908316122,2
669,0,sales,,0.601595369,5,,medium,0.162011723,6
670,1,engineering,,1,6,,low,0.073254564,4
671,1,sales,,0.901400714,6,,low,0.117136222,4
672,0,sales,,0.641865118,2,,medium,0.84777895,3
673,0,support,,0.817484012,3,,medium,0.738235516,10
674,0,support,1,0.663489386,4,,low,0.489097293,5
675,0,sales,,,3,,low,0.593309544,2
676,0,sales,,0.43725018,2,,medium,0.193726885,6
677,1,sales,,0.511889076,2,,medium,0.391132648,3
678,0,IT,,0.850040633,3,,medium,0.784580589,3
679,0,support,,,3,,medium,0.484203453,2
680,0,support,,0.502410313,3,,medium,0.923908436,2
681,1,engineering,,0.782688662,5,,low,0.060914886,4
682,0,finance,1,0.938675552,5,,medium,0.81344515,4
683,0,IT,,0.564304407,2,,low,0.870050426,2
684,0,support,,0.50708832,5,,medium,0.815288974,2
685,1,sales,,0.523759244,2,,low,0.449708452,3
686,0,sales,,,3,1,medium,0.470477035,3
687,0,IT,,,5,,high,0.705559241,3
688,0,sales,,0.77224986,2,,medium,1,3
689,0,support,,,4,,low,0.617747829,2
690,0,management,,0.738777706,4,,medium,0.54756784,3
691,0,sales,,,3,,medium,0.911121647,2
692,0,sales,,0.974729229,4,,medium,0.682036268,7
693,0,sales,,0.831341044,5,,low,0.623282683,2
694,1,support,,0.908472415,5,,low,0.16418321,4
695,0,IT,,0.731661177,5,,medium,0.849505954,3
696,0,admin,,,4,,medium,0.643979808,3
697,0,sales,,0.78060287,4,,medium,0.655748666,3
698,1,engineering,,0.893635479,6,,low,0.166865513,4
699,0,product,,0.638484392,5,,low,0.614638176,2
700,0,sales,,0.890336796,3,,high,0.933749547,2
701,0,engineering,,,2,,low,0.828901335,3
702,0,IT,1,0.751374477,4,,medium,0.697835435,2
703,0,engineering,,0.972843995,3,,medium,0.834184827,3
704,0,support,1,0.803649482,4,,medium,0.755602089,4
705,0,support,1,0.883602937,5,,low,0.521000429,2
706,1,engineering,,0.445926376,2,,low,0.390516762,3
707,0,support,,0.572290236,5,,medium,0.658964725,3
708,0,marketing,,0.531852615,4,,medium,0.852591855,3
709,0,sales,,0.644382023,6,,low,0.544135036,4
710,0,,,0.862789208,3,,medium,0.368101244,6
711,1,finance,,0.453523616,2,,low,0.408149722,3
712,0,support,,0.811171562,4,,high,0.54586808,3
713,0,IT,,0.61671955,2,,high,0.900386967,3
714,0,information_technology,,0.562346318,3,,medium,0.668113649,3
715,1,support,,0.869591654,6,,low,0.060851935,4
716,0,information_technology,,0.477810792,4,,high,0.641921714,3
717,0,sales,,0.774293131,5,,low,1,3
718,0,sales,,0.566701439,3,,medium,0.841840869,7
719,1,support,,0.440180157,2,,low,0.423469947,3
720,1,,,0.966359672,4,,medium,0.869165073,6
721,1,sales,,0.913812132,4,,low,0.782380477,5
722,1,support,,0.515227377,2,,low,0.338423894,3
723,0,engineering,1,,4,,medium,0.69216755,2
724,0,marketing,,0.417892034,5,,low,0.626961575,5
725,1,support,,0.462934018,2,,medium,0.335780366,3
726,0,sales,,0.642544524,3,1,low,0.519035821,2
727,0,sales,,0.563123391,3,,medium,0.900855969,4
728,1,product,,0.480749833,2,,medium,0.448665257,3
729,0,sales,,0.736159236,5,,medium,0.82886404,2
730,0,support,1,0.378130765,2,,medium,0.391956538,3
731,1,support,,0.5185145,2,,low,0.490679096,3
732,0,support,,,2,,low,0.543277606,2
733,1,product,,0.438951146,2,,low,0.38902321,3
734,0,,1,0.851002428,3,,low,0.621522363,2
735,0,temp,,,3,,medium,,
736,0,sales,,0.760459572,5,,medium,0.521643986,3
737,1,product,,0.896388194,4,,medium,0.828176257,5
738,1,sales,,1,4,,low,0.795731079,5
739,0,management,,1,4,,low,0.851026948,3
740,0,sales,,0.51942711,5,,low,0.824262788,4
741,0,IT,,0.914286079,6,,medium,0.642483927,5
742,0,sales,,0.666883397,5,,medium,0.598666502,2
743,0,support,,0.982221594,4,,medium,0.620825556,3
744,1,engineering,,0.964007482,6,,low,0.073634746,4
745,0,,,0.720983384,4,,medium,1,3
746,0,sales,,0.627583189,5,,low,0.762133112,3
747,1,support,,0.875607433,6,,low,0.08703664,4
748,1,sales,,0.480685783,2,,low,0.378230315,3
749,0,sales,,0.613424115,3,,medium,0.736067031,2
750,0,sales,,0.427873597,2,,medium,0.530302963,3
751,0,sales,,0.95466635,2,,low,0.574127025,3
752,0,support,,0.794210549,4,,medium,0.528973624,2
753,0,temp,,,1,,medium,,
754,0,IT,,0.801847636,3,,medium,0.696542157,3
755,0,engineering,,0.807278143,4,,low,0.495612959,2
756,1,engineering,,0.776447876,6,,medium,0.164345411,4
757,0,finance,,1,5,,low,0.914395273,3
758,0,support,,0.661232847,3,,low,0.747089539,3
759,0,management,,0.720952677,3,,medium,0.734933439,8
760,0,finance,,0.701162393,4,,low,0.467825596,2
761,0,sales,,0.728341327,3,,medium,0.597307686,5
762,0,sales,,0.69028459,2,,medium,0.607498247,3
763,1,engineering,,1,4,,low,0.753577598,6
764,1,engineering,,0.751049695,6,,medium,0.063736231,4
765,0,product,,0.681618247,6,,medium,0.520230539,5
766,0,engineering,,0.734098881,3,,medium,1,3
767,0,engineering,,0.954948907,4,,medium,1,2
768,0,temp,,,2,,medium,,
769,0,support,,0.367433546,3,,low,0.329448997,10
770,0,finance,,,4,,medium,0.927668757,2
771,0,engineering,,0.877014804,3,1,medium,0.85001856,3
772,0,support,,0.769414906,3,,low,0.926575538,3
773,0,marketing,1,0.53076449,3,,medium,0.870292943,4
774,0,marketing,,0.590588566,4,,low,0.827743508,3
775,0,product,,0.517706428,4,,medium,0.566821728,3
776,0,IT,,0.815926698,4,,medium,0.793123549,4
777,0,engineering,,0.926780154,5,,low,0.875852402,3
778,0,sales,,0.68065361,3,,low,0.625211223,3
779,1,support,,0.584749378,2,,low,0.440799281,3
780,0,IT,,0.93155448,4,,medium,0.771245542,3
781,0,engineering,,0.424183052,5,,medium,0.392735765,3
782,0,sales,,0.775628952,2,,medium,0.602929278,3
783,1,engineering,,0.463548701,2,,low,0.419821063,3
784,0,IT,,0.490633238,3,,medium,0.775681922,2
785,0,finance,1,0.931572037,3,,medium,0.548175476,3
786,0,engineering,,0.959138288,3,,medium,0.752773931,2
787,0,support,,,3,,medium,0.944941581,3
788,0,engineering,,0.516563561,3,,high,0.555817483,3
789,0,engineering,,0.650739292,5,,high,0.639272411,3
790,0,sales,,,3,,low,0.810918534,2
791,0,admin,,0.645413757,3,,high,0.896486273,5
792,0,sales,,,4,,low,0.863874107,3
793,0,management,,0.768536636,5,,high,0.878982261,4
794,0,engineering,,0.84023193,5,,medium,0.965442774,3
795,0,engineering,1,0.565527869,3,,low,0.853160055,2
796,0,marketing,,0.958998878,3,,low,0.74393044,3
797,0,engineering,1,0.402942069,5,,medium,0.367436275,4
798,1,marketing,,0.676744994,2,,low,0.356161541,5
799,0,sales,,0.464010202,4,,low,0.79327889,2
800,0,support,,0.94148863,3,,medium,0.987251034,3
801,0,sales,,0.586807858,4,,low,0.99861092,3
802,0,support,,0.774170064,6,,high,0.337205009,5
803,0,support,,,4,,low,0.641670907,3
804,0,sales,,0.633860175,2,,medium,1,2
805,0,support,,0.848822395,3,,medium,0.710522845,3
806,0,product,,0.700516483,5,,low,0.786853757,2
807,1,engineering,,0.53326609,7,,low,0.251063438,3
808,0,support,,0.502831129,3,,low,0.622802414,3
809,0,engineering,,0.868289096,4,,low,0.634555888,2
810,0,marketing,1,0.668626815,2,,medium,0.848319457,3
811,1,support,,0.813191757,6,,medium,0.079038788,5
812,0,sales,1,0.591229718,4,,low,0.706165042,2
813,1,IT,,0.905708144,7,,low,0.125275217,4
814,1,admin,,0.838862128,6,,medium,0.09157738,4
815,0,support,,0.523510104,4,,high,0.901433708,4
816,0,sales,1,0.907136706,4,,low,0.856138945,2
817,0,support,,0.980617314,2,,medium,0.876729103,3
818,0,,,,3,,low,0.180916903,3
819,0,sales,,0.703647497,3,,medium,1,3
820,1,engineering,,0.558943898,2,,medium,0.469450618,3
821,0,product,,0.980008607,3,,high,0.673061071,2
822,0,sales,1,0.676206664,2,,high,0.53009323,3
823,0,engineering,,0.521839249,4,,medium,0.611352296,2
824,0,sales,,0.679902692,4,,low,0.765462664,3
825,0,sales,,0.659447945,3,,low,0.693730394,3
826,0,sales,,,2,,medium,0.878625582,3
827,0,support,,0.932733271,3,,medium,0.696177286,3
828,0,product,,0.502897595,3,,medium,0.309805739,10
829,0,product,,,4,,high,0.556841512,3
830,0,information_technology,,0.692204369,4,,low,0.630332435,3
831,0,product,,,3,,medium,0.911751204,2
832,0,IT,1,,4,,low,0.18765639,3
833,1,support,,0.440578207,2,,medium,0.374297484,3
834,0,,,0.656652151,3,,low,0.987775656,4
835,0,sales,,0.826730645,3,,low,0.563022965,2
836,1,IT,,0.838729754,5,,low,0.887896109,5
837,0,procurement,,,4,,low,0.715909511,2
838,0,engineering,,0.624575958,4,,low,0.827040275,2
839,0,sales,,0.987908695,3,,high,0.897332693,4
840,1,support,,0.529040578,2,,low,0.357893912,3
841,0,engineering,,0.956865461,3,,low,0.949068562,2
842,0,IT,,0.556258857,3,,medium,0.927923576,3
843,0,engineering,,0.671128472,4,,medium,0.864747939,2
844,0,engineering,,0.654338484,3,,medium,0.573679673,4
845,0,sales,,0.95771378,4,,medium,0.614701982,4
846,0,sales,,0.878831817,5,,low,0.606485193,3
847,0,marketing,,0.91064824,5,,medium,0.637795792,3
848,0,engineering,1,0.84926782,4,,low,0.597907831,3
849,0,sales,,0.386893059,2,,medium,0.624876934,3
850,0,IT,,0.772114913,4,,medium,0.712532174,4
851,0,support,1,0.507120715,3,,high,0.929159983,4
852,0,sales,,0.726135563,5,,low,0.916814388,3
853,0,support,1,0.546010005,4,,medium,0.612437258,2
854,0,sales,,0.563187903,4,,low,0.551772918,3
855,0,IT,,0.544816961,4,,medium,0.984431834,2
856,1,engineering,,,2,,low,0.367397953,3
857,0,sales,1,0.562921618,2,,medium,0.784854433,4
858,1,engineering,,0.500235931,2,,low,0.314799843,3
859,1,engineering,,0.83016646,7,,low,0.137861827,5
860,0,sales,,0.831679208,3,,low,0.773316463,2
861,1,sales,,0.874843704,4,,low,0.770682621,5
862,0,IT,,0.915453877,5,,medium,0.748143606,2
863,0,support,,0.594948778,5,,low,0.911103012,3
864,0,sales,,0.703558889,3,,low,0.25788332,3
865,0,sales,,0.813687921,3,,medium,0.769913999,3
866,1,engineering,,0.56240544,2,,medium,0.420524814,3
867,0,IT,,0.523118088,5,,medium,0.437317636,4
868,0,management,,0.983992919,3,,medium,0.549260814,2
869,0,product,,0.580843154,3,,medium,0.467260526,3
870,0,sales,1,0.477730392,2,,medium,0.455565061,3
871,0,support,,0.598939559,3,,low,0.81434522,2
872,0,engineering,,,5,,medium,0.816719681,2
873,0,sales,,0.79372826,3,,medium,0.816925417,4
874,0,sales,1,0.992920472,3,,medium,0.531883922,3
875,0,sales,,0.451459314,4,,low,0.886840208,2
876,1,IT,,0.881845865,7,,medium,0.101266824,4
877,0,marketing,,0.814176798,4,,low,0.896438708,2
878,0,engineering,,0.883061964,3,,medium,0.680833965,3
879,1,,,0.664782911,4,,low,0.109201319,3
880,0,support,,0.82536751,3,,medium,0.667594103,10
881,0,engineering,,0.562806776,4,,low,0.653074712,4
882,0,support,,0.988393372,5,,high,0.718480491,2
883,0,temp,,,2,,low,,
884,0,engineering,,0.897451389,4,,low,0.812957107,2
885,0,product,,0.709603493,4,,medium,0.903026069,3
886,0,product,,0.78456091,2,,low,0.759513156,3
887,1,product,,0.859700645,7,,low,0.16472272,4
888,0,support,,0.882885146,4,,low,0.569623092,3
889,0,support,,0.682842615,4,,low,0.322899598,3
890,0,product,,,3,,medium,0.951175461,2
891,0,sales,,0.602381292,4,,medium,0.632802793,2
892,0,support,1,,3,,high,0.521002827,2
893,0,support,,0.386112723,4,,medium,0.375769493,3
894,0,support,,0.6661755,3,,low,0.292662807,2
895,0,engineering,,,3,,low,0.694970819,3
896,0,marketing,1,0.912854876,4,,medium,0.589506231,2
897,0,management,,0.491318601,5,,high,0.875311116,3
898,0,marketing,,0.678865782,3,1,high,0.306026362,10
899,0,finance,,0.569881113,3,,low,0.580497681,4
900,1,engineering,,0.930099388,7,,low,0.15969936,4
901,1,finance,,0.754972925,6,,medium,0.090415082,4
902,1,sales,1,0.5652414,2,,medium,0.356062745,3
903,0,sales,,0.655991255,4,,medium,0.435604532,2
904,0,sales,,0.862987174,3,,low,0.78803285,3
905,0,support,1,0.912311158,5,,low,0.981084275,2
906,0,sales,,0.796707778,4,,low,0.256945967,5
907,0,sales,1,,3,,low,0.517575408,3
908,0,product,,0.680374738,4,,medium,0.699968193,3
909,0,engineering,,0.745026354,4,,low,0.642166632,2
910,0,engineering,1,0.616590147,4,,medium,1,2
911,0,sales,,0.761194197,4,,medium,0.551431502,2
912,0,marketing,1,,3,,low,0.853206342,3
913,1,sales,,0.851848727,5,,high,0.947757519,5
914,1,sales,,0.41181395,2,,medium,0.379239898,3
915,1,finance,,,2,,medium,0.449008642,3
916,0,IT,1,,4,,medium,0.642604354,3
917,0,engineering,,0.79236207,3,,low,0.995054822,3
918,0,support,,,3,,low,0.085808215,3
919,0,support,,0.64135914,5,,medium,0.515014207,3
920,0,sales,,0.59338419,3,,medium,0.953415395,3
921,1,engineering,,0.592516581,2,,medium,0.408829851,3
922,0,sales,,0.967285858,3,,medium,0.987193,2
923,1,support,,0.952482771,5,,medium,0.881846874,5
924,0,IT,,0.921992653,4,,low,0.950571176,3
925,0,product,1,0.604406013,4,,low,0.999153112,3
926,1,support,,0.849010134,5,,medium,0.788298437,5
927,1,,,0.540534217,2,,medium,0.45336878,3
928,1,support,,0.824849332,6,,low,0.197000779,2
929,1,IT,,0.934405854,6,,medium,0.077711809,4
930,1,engineering,,0.911595425,4,,medium,0.805367697,5
931,0,sales,,0.736896274,2,,medium,0.685203858,2
932,0,information_technology,1,0.477964766,4,,medium,0.624276845,2
933,0,IT,,0.492951875,3,,medium,0.879586243,6
934,0,marketing,,0.660594262,5,,medium,0.685746271,2
935,0,finance,,0.860153559,4,,medium,0.5996085,3
936,0,engineering,,0.391113349,3,,medium,0.58418288,3
937,0,marketing,,0.8000687,4,,low,0.875123028,3
938,1,,,0.460755248,2,,medium,0.334187776,3
939,0,engineering,,0.728055986,4,,low,0.894607766,2
940,0,sales,,0.896671444,4,,low,0.556596945,3
941,0,product,1,0.640877593,3,,medium,0.764289723,3
942,0,sales,1,,4,,medium,0.963873882,2
943,0,support,,0.829523679,4,,medium,0.73817695,2
944,0,engineering,,0.956929623,4,,low,0.660197164,10
945,0,support,,0.886952016,3,,low,0.68068426,2
946,0,sales,,0.877021701,3,,medium,0.638420028,10
947,0,product,,0.675351481,3,,low,0.55716394,8
948,1,sales,,0.760917564,6,,low,0.110167591,4
949,0,sales,,0.585890819,4,,low,0.624688337,3
950,0,sales,,0.604968107,3,,low,0.893588074,2
951,1,support,,0.840383077,5,,low,0.81924727,5
952,1,support,,0.894306005,6,,low,0.120794198,4
953,0,support,,,4,,low,0.675090865,3
954,0,sales,,0.691391642,4,,low,0.752654192,2
955,0,engineering,,,6,,high,0.789080694,2
956,0,sales,,,4,,low,0.441513079,3
957,0,finance,,0.886140424,6,,low,0.688777896,6
958,1,sales,,0.420976222,2,1,low,0.375963443,3
959,0,support,1,0.917621849,6,,low,0.607253416,3
960,1,sales,,0.59730261,2,,medium,0.417487239,3
961,0,,,0.654102149,4,,low,0.792823685,3
962,0,sales,,0.855926008,3,,medium,0.803637398,3
963,0,sales,,0.74938317,4,,medium,0.27590743,10
964,1,support,,0.896790089,4,,medium,0.815085476,5
965,0,,,0.540575233,4,,low,0.954227527,3
966,0,engineering,,0.594770171,3,,medium,0.574047938,3
967,0,sales,,0.789448485,3,,low,0.517512709,10
968,0,support,,0.919672459,3,,low,1,2
969,0,sales,,,3,,high,0.466672344,3
970,0,engineering,1,0.943794977,4,,low,0.68770665,2
971,0,information_technology,,0.813092205,4,,medium,0.59725409,2
972,0,engineering,1,0.611552357,4,1,medium,0.739767573,2
973,1,IT,,0.953521099,4,,medium,0.946639105,5
974,0,sales,,0.86323813,4,,medium,0.623532701,3
975,0,support,,0.867658952,4,,low,0.738398865,2
976,0,support,,0.882832575,5,,high,0.770209385,3
977,0,sales,,0.611587651,4,,medium,0.532500303,3
978,0,sales,,0.760140194,5,,low,0.770856908,3
979,0,information_technology,1,,3,,low,0.900903914,2
980,1,IT,,0.916500067,6,,low,0.088951014,5
981,0,finance,,0.868961779,3,,medium,0.608618716,2
982,0,support,,0.417588111,4,,medium,0.905703767,5
983,0,IT,,0.701676164,5,,medium,1,4
984,0,sales,,0.946105984,4,1,medium,0.824211181,3
985,0,product,,,2,,low,0.571631207,3
986,0,support,,,5,,low,0.565155317,3
987,0,product,,0.985608887,6,,medium,0.882984579,5
988,1,marketing,,0.788361808,6,,medium,0.064478759,4
989,0,sales,,0.709277302,4,,medium,0.757424288,4
990,1,sales,1,0.795066233,6,,medium,0.165306665,4
991,1,sales,,0.590114253,2,,low,0.374774456,3
992,0,IT,,0.923084928,3,,medium,0.612345106,2
993,1,admin,,0.545438168,2,,medium,0.327286287,3
994,0,management,,0.941016974,4,,medium,0.731577544,4
995,0,engineering,,0.697197687,3,,low,0.667787511,3
996,0,,1,0.867468323,3,,low,0.509841906,4
997,0,engineering,,0.916155112,4,,low,0.189899178,6
998,0,IT,,0.571559832,3,,low,0.93929896,3
999,1,sales,,0.975061258,5,,low,0.845214766,5
1000,0,finance,,0.772142234,5,,medium,0.542417065,3
1001,0,IT,1,0.702352245,4,,medium,0.244350234,5
1002,0,product,1,0.933054954,3,,medium,0.689546551,2
1003,0,admin,,0.602961536,4,,low,0.651935226,3
1004,1,support,,0.548986834,2,,medium,0.422146283,3
1005,1,support,,0.967529341,5,,medium,0.8637615,6
1006,0,engineering,,0.830429682,5,,medium,0.479497781,3
1007,0,support,,0.584592243,3,,medium,0.679513248,2
1008,0,sales,,0.490518204,5,,medium,0.634006421,8
1009,1,engineering,,0.553168899,2,,medium,0.347079684,3
1010,0,support,,0.689462929,5,,medium,0.638389186,2
1011,0,finance,,0.934698376,3,,low,0.529986341,3
1012,0,engineering,,0.530528777,3,,medium,0.900553285,3
1013,1,engineering,1,0.867305882,4,,medium,0.968213728,6
1014,0,marketing,,0.611122817,4,,high,0.608354866,3
1015,0,engineering,,0.761906145,4,,medium,0.718188717,3
1016,1,sales,,0.875699108,6,,low,0.121832572,5
1017,1,sales,,0.452115648,2,,medium,0.402046162,3
1018,1,sales,,0.51287028,5,,low,0.807773122,3
1019,1,sales,,0.574151135,2,,low,0.732505337,4
1020,1,product,,0.729917298,5,,medium,0.069584306,4
1021,0,support,,0.54355483,3,,medium,0.704935901,2
1022,0,,1,0.430318635,4,,medium,0.197498673,5
1023,0,support,,,4,,low,0.755317956,2
1024,0,engineering,,0.534793296,5,,high,0.717849042,4
1025,0,sales,1,1,3,,low,1,3
1026,0,IT,1,0.720139999,4,,medium,0.896237899,2
1027,0,sales,,0.569045336,3,,low,0.794022572,3
1028,0,sales,,0.542282377,4,,high,0.805572045,2
1029,0,marketing,,,3,,medium,0.858671409,2
1030,0,management,,0.854538054,4,,medium,0.934465095,3
1031,0,sales,1,0.938473332,6,,low,0.25849887,4
1032,0,finance,1,0.767361347,3,,medium,0.801723265,4
1033,0,engineering,1,0.358520956,5,1,low,0.509522185,6
1034,0,IT,,0.697790734,4,,low,0.892594887,3
1035,0,engineering,,0.777975942,3,,medium,1,2
1036,1,support,,,2,,low,0.333598254,3
1037,0,sales,,0.854575995,3,,medium,0.913736561,7
1038,0,product,,0.661032844,5,,medium,0.676940533,3
1039,0,sales,,0.947572608,3,1,medium,0.962468912,3
1040,0,engineering,,0.906559204,5,,low,0.755973675,5
1041,1,sales,,0.906772475,5,,low,0.768442077,6
1042,0,support,,0.556451576,4,,low,0.481302736,4
1043,0,support,,0.410889376,4,,medium,0.850992746,6
